resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year
22957,949,821,210,21,13,\N,R,19,0.0,9,\N,\N,2,19,1:39.341,196.124,31,2016
22958,949,18,1,22,14,\N,R,20,0.0,6,\N,\N,3,20,1:39.427,195.954,131,2016
22959,949,20,6,5,3,\N,W,21,0.0,0,\N,\N,\N,0,\N,\N,5,2016
22960,949,835,4,30,19,\N,W,22,0.0,0,\N,\N,\N,0,\N,\N,9,2016
22961,950,3,131,6,1,1,1,1,25.0,56,1:38:53.891,5933891,38,6,1:40.418,195.419,1,2016
22962,950,20,6,5,4,2,2,2,18.0,56,+37.776,5971667,37,9,1:40.610,195.046,1,2016
22963,950,826,9,26,6,3,3,3,15.0,56,+45.936,5979827,38,14,1:41.546,193.248,1,2016
22964,950,817,9,3,2,4,4,4,12.0,56,+52.688,5986579,55,11,1:41.015,194.264,1,2016
22965,950,8,6,7,3,5,5,5,10.0,56,+1:05.872,5999763,40,8,1:40.593,195.079,1,2016
22966,950,13,3,19,10,6,6,6,8.0,56,+1:15.511,6009402,34,16,1:41.815,192.737,1,2016
22967,950,1,131,44,22,7,7,7,6.0,56,+1:18.230,6012121,32,10,1:40.662,194.945,1,2016
22968,950,830,5,33,9,8,8,8,4.0,56,+1:19.268,6013159,41,5,1:40.399,195.456,1,2016
22969,950,832,5,55,8,9,9,9,2.0,56,+1:24.127,6018018,35,12,1:41.485,193.364,1,2016
22970,950,822,3,77,5,10,10,10,1.0,56,+1:26.192,6020083,23,15,1:41.558,193.225,1,2016
22971,950,815,10,11,7,11,11,11,0.0,56,+1:34.283,6028174,30,17,1:41.846,192.679,1,2016
22972,950,4,1,14,11,12,12,12,0.0,56,+1:37.253,6031144,36,19,1:42.226,191.962,1,2016
22973,950,18,1,22,12,13,13,13,0.0,56,+1:41.990,6035881,46,3,1:40.298,195.652,1,2016
22974,950,821,210,21,18,14,14,14,0.0,55,\N,\N,45,4,1:40.368,195.516,11,2016
22975,950,807,10,27,13,15,15,15,0.0,55,\N,\N,48,1,1:39.824,196.581,11,2016
22976,950,828,15,9,15,16,16,16,0.0,55,\N,\N,41,22,1:43.269,190.024,11,2016
22977,950,825,4,20,17,17,17,17,0.0,55,\N,\N,22,21,1:42.311,191.803,11,2016
22978,950,836,209,94,21,18,18,18,0.0,55,\N,\N,48,13,1:41.489,193.356,11,2016
22979,950,154,210,8,14,19,19,19,0.0,55,\N,\N,47,2,1:39.923,196.387,11,2016
22980,950,831,15,12,16,20,20,20,0.0,55,\N,\N,42,7,1:40.582,195.100,11,2016
22981,950,837,209,88,20,21,21,21,0.0,55,\N,\N,42,18,1:42.009,192.371,11,2016
22982,950,835,4,30,19,22,22,22,0.0,55,\N,\N,26,20,1:42.232,191.951,11,2016
22983,951,3,131,6,1,1,1,1,25.0,53,1:32:41.997,5561997,52,1,1:39.094,212.452,1,2016
22984,951,1,131,44,10,2,2,2,18.0,53,+25.022,5587019,36,4,1:40.266,209.969,1,2016
22985,951,8,6,7,3,3,3,3,15.0,53,+31.998,5593995,47,3,1:40.101,210.315,1,2016
22986,951,822,3,77,2,4,4,4,12.0,53,+50.217,5612214,37,6,1:41.159,208.115,1,2016
22987,951,13,3,19,4,5,5,5,10.0,53,+1:14.427,5636424,52,2,1:39.743,211.070,1,2016
22988,951,4,1,14,14,6,6,6,8.0,52,\N,\N,52,5,1:40.347,209.799,11,2016
22989,951,825,4,20,17,7,7,7,6.0,52,\N,\N,50,9,1:41.832,206.740,11,2016
22990,951,154,210,8,15,8,8,8,4.0,52,\N,\N,51,12,1:42.026,206.347,11,2016
22991,951,815,10,11,6,9,9,9,2.0,52,\N,\N,47,10,1:41.897,206.608,11,2016
22992,951,18,1,22,12,10,10,10,1.0,52,\N,\N,50,8,1:41.720,206.968,11,2016
22993,951,817,9,3,5,11,11,11,0.0,52,\N,\N,46,7,1:41.179,208.074,11,2016
22994,951,832,5,55,11,12,12,12,0.0,52,\N,\N,41,15,1:42.205,205.986,11,2016
22995,951,835,4,30,18,13,13,13,0.0,52,\N,\N,37,19,1:42.660,205.073,11,2016
22996,951,828,15,9,22,14,14,14,0.0,52,\N,\N,45,14,1:42.050,206.298,11,2016
22997,951,826,9,26,8,15,15,15,0.0,52,\N,\N,44,17,1:42.344,205.706,11,2016
22998,951,831,15,12,19,16,16,16,0.0,52,\N,\N,50,16,1:42.253,205.889,11,2016
22999,951,821,210,21,16,17,17,17,0.0,52,\N,\N,52,18,1:42.378,205.637,11,2016
23000,951,836,209,94,20,18,18,18,0.0,51,\N,\N,43,11,1:41.907,206.588,12,2016
23001,951,830,5,33,9,\N,R,19,0.0,33,\N,\N,32,13,1:42.029,206.341,131,2016
23002,951,20,6,5,7,\N,R,20,0.0,0,\N,\N,\N,0,\N,\N,4,2016
23003,951,807,10,27,13,\N,R,21,0.0,0,\N,\N,\N,0,\N,\N,4,2016
23004,951,837,209,88,21,\N,R,22,0.0,0,\N,\N,\N,0,\N,\N,4,2016
23005,952,830,9,33,4,1,1,1,25.0,66,1:41:40.017,6100017,36,6,1:28.816,188.682,1,2016
23006,952,8,6,7,5,2,2,2,18.0,66,+0.616,6100633,38,4,1:28.538,189.274,1,2016
23007,952,20,6,5,6,3,3,3,15.0,66,+5.581,6105598,39,2,1:27.974,190.488,1,2016
23008,952,817,9,3,3,4,4,4,12.0,66,+43.950,6143967,46,3,1:28.209,189.980,1,2016
23009,952,822,3,77,7,5,5,5,10.0,66,+45.271,6145288,60,8,1:29.081,188.120,1,2016
23010,952,832,5,55,8,6,6,6,8.0,66,+1:01.395,6161412,42,11,1:29.663,186.899,1,2016
23011,952,815,10,11,9,7,7,7,6.0,66,+1:19.538,6179555,37,15,1:29.801,186.612,1,2016
23012,952,13,3,19,18,8,8,8,4.0,66,+1:20.707,6180724,43,9,1:29.238,187.789,1,2016
23013,952,18,1,22,12,9,9,9,2.0,65,\N,\N,39,18,1:30.260,185.663,11,2016
23014,952,826,5,26,13,10,10,10,1.0,65,\N,\N,53,1,1:26.948,192.735,11,2016
23015,952,821,210,21,16,11,11,11,0.0,65,\N,\N,34,17,1:30.139,185.912,11,2016
23016,952,828,15,9,19,12,12,12,0.0,65,\N,\N,42,12,1:29.715,186.791,11,2016
23017,952,835,4,30,17,13,13,13,0.0,65,\N,\N,35,14,1:29.779,186.658,11,2016
23018,952,825,4,20,15,14,14,14,0.0,65,\N,\N,57,5,1:28.716,188.894,11,2016
23019,952,831,15,12,20,15,15,15,0.0,65,\N,\N,38,16,1:29.905,186.396,11,2016
23020,952,836,209,94,21,16,16,16,0.0,65,\N,\N,37,19,1:31.182,183.786,11,2016
23021,952,837,209,88,22,17,17,17,0.0,65,\N,\N,52,10,1:29.402,187.445,11,2016
23022,952,154,210,8,14,\N,R,18,0.0,56,\N,\N,41,7,1:28.974,188.347,5,2016
23023,952,4,1,14,10,\N,R,19,0.0,45,\N,\N,41,13,1:29.750,186.718,5,2016
23024,952,807,10,27,11,\N,R,20,0.0,20,\N,\N,8,20,1:31.810,182.529,5,2016
23025,952,1,131,44,1,\N,R,21,0.0,0,\N,\N,\N,0,\N,\N,4,2016
23026,952,3,131,6,2,\N,R,22,0.0,0,\N,\N,\N,0,\N,\N,4,2016
23027,953,1,131,44,3,1,1,1,25.0,78,1:59:29.133,7169133,71,1,1:17.939,154.135,1,2016
23028,953,817,9,3,1,2,2,2,18.0,78,+7.252,7176385,67,3,1:18.294,153.437,1,2016
23029,953,815,10,11,7,3,3,3,15.0,78,+13.825,7182958,64,4,1:18.446,153.139,1,2016
23030,953,20,6,5,4,4,4,4,12.0,78,+15.846,7184979,62,2,1:18.005,154.005,1,2016
23031,953,4,1,14,9,5,5,5,10.0,78,+1:25.076,7254209,72,8,1:19.170,151.739,1,2016
23032,953,807,10,27,5,6,6,6,8.0,78,+1:32.999,7262132,74,11,1:19.232,151.620,1,2016
23033,953,3,131,6,2,7,7,7,6.0,78,+1:33.290,7262423,74,6,1:18.763,152.523,1,2016
23034,953,832,5,55,6,8,8,8,4.0,77,\N,\N,70,5,1:18.519,152.997,11,2016
23035,953,18,1,22,13,9,9,9,2.0,77,\N,\N,66,12,1:19.670,150.786,11,2016
23036,953,13,3,19,14,10,10,10,1.0,77,\N,\N,69,9,1:19.213,151.656,11,2016
23037,953,821,210,21,12,11,11,11,0.0,77,\N,\N,69,7,1:19.131,151.814,11,2016
23038,953,822,3,77,10,12,12,12,0.0,77,\N,\N,66,10,1:19.223,151.637,11,2016
23039,953,154,210,8,15,13,13,13,0.0,76,\N,\N,65,14,1:20.219,149.755,12,2016
23040,953,836,209,94,20,14,14,14,0.0,76,\N,\N,60,15,1:20.372,149.469,12,2016
23041,953,837,209,88,19,15,15,15,0.0,74,\N,\N,70,13,1:19.868,150.413,14,2016
23042,953,828,15,9,17,\N,R,16,0.0,51,\N,\N,51,16,1:21.342,147.687,4,2016
23043,953,831,15,12,0,\N,R,17,0.0,48,\N,\N,46,17,1:21.889,146.701,31,2016
23044,953,830,9,33,0,\N,R,18,0.0,34,\N,\N,34,18,1:26.563,138.779,3,2016
23045,953,825,4,20,16,\N,R,19,0.0,32,\N,\N,27,19,1:29.802,133.774,31,2016
23046,953,826,5,26,8,\N,R,20,0.0,18,\N,\N,14,20,1:37.895,122.715,3,2016
23047,953,8,6,7,11,\N,R,21,0.0,10,\N,\N,10,21,1:47.149,112.116,3,2016
23048,953,835,4,30,18,\N,R,22,0.0,7,\N,\N,2,22,1:58.474,101.399,3,2016
23049,954,1,131,44,1,1,1,1,25.0,70,1:31:05.296,5465296,68,2,1:15.981,206.625,1,2016
23050,954,20,6,5,3,2,2,2,18.0,70,+5.011,5470307,70,3,1:16.297,205.769,1,2016
23051,954,822,3,77,7,3,3,3,15.0,70,+46.422,5511718,68,10,1:16.938,204.055,1,2016
23052,954,830,9,33,5,4,4,4,12.0,70,+53.020,5518316,49,4,1:16.319,205.710,1,2016
23053,954,3,131,6,2,5,5,5,10.0,70,+1:02.093,5527389,60,1,1:15.599,207.669,1,2016
23054,954,8,6,7,6,6,6,6,8.0,70,+1:03.017,5528313,44,9,1:16.919,204.105,1,2016
23055,954,817,9,3,4,7,7,7,6.0,70,+1:03.634,5528930,51,5,1:16.506,205.207,1,2016
23056,954,807,10,27,9,8,8,8,4.0,69,\N,\N,68,8,1:16.604,204.944,11,2016
23057,954,832,5,55,20,9,9,9,2.0,69,\N,\N,54,7,1:16.578,205.014,11,2016
23058,954,815,10,11,11,10,10,10,1.0,69,\N,\N,54,6,1:16.559,205.065,11,2016
23059,954,4,1,14,10,11,11,11,0.0,69,\N,\N,67,13,1:17.307,203.081,11,2016
23060,954,826,5,26,15,12,12,12,0.0,69,\N,\N,50,11,1:16.942,204.044,11,2016
23061,954,821,210,21,13,13,13,13,0.0,68,\N,\N,48,15,1:17.728,201.981,12,2016
23062,954,154,210,8,14,14,14,14,0.0,68,\N,\N,50,12,1:17.281,203.149,12,2016
23063,954,828,15,9,21,15,15,15,0.0,68,\N,\N,63,17,1:18.100,201.019,12,2016
23064,954,825,4,20,22,16,16,16,0.0,68,\N,\N,42,18,1:18.224,200.700,12,2016
23065,954,836,209,94,17,17,17,17,0.0,68,\N,\N,48,19,1:18.282,200.551,12,2016
23066,954,831,15,12,18,18,18,18,0.0,68,\N,\N,66,16,1:17.883,201.579,12,2016
23067,954,837,209,88,19,19,19,19,0.0,68,\N,\N,57,20,1:18.658,199.593,12,2016
23068,954,13,3,19,8,\N,R,20,0.0,35,\N,\N,32,14,1:17.424,202.774,31,2016
23069,954,835,4,30,16,\N,R,21,0.0,16,\N,\N,6,22,1:19.879,196.542,31,2016
23070,954,18,1,22,12,\N,R,22,0.0,9,\N,\N,5,21,1:19.456,197.588,131,2016
23071,955,3,131,6,1,1,1,1,25.0,51,1:32:52.366,5572366,48,1,1:46.485,202.946,1,2016
23072,955,20,6,5,3,2,2,2,18.0,51,+16.696,5589062,49,5,1:47.028,201.917,1,2016
23073,955,815,10,11,7,3,3,3,15.0,51,+25.241,5597607,45,4,1:46.990,201.988,1,2016
23074,955,8,6,7,4,4,4,4,12.0,51,+33.102,5605468,41,6,1:47.181,201.629,1,2016
23075,955,1,131,44,10,5,5,5,10.0,51,+56.335,5628701,42,2,1:46.822,202.306,1,2016
23076,955,822,3,77,8,6,6,6,8.0,51,+1:00.886,5633252,50,9,1:47.604,200.836,1,2016
23077,955,817,9,3,2,7,7,7,6.0,51,+1:09.229,5641595,51,12,1:47.736,200.590,1,2016
23078,955,830,9,33,9,8,8,8,4.0,51,+1:10.696,5643062,50,3,1:46.973,202.021,1,2016
23079,955,807,10,27,12,9,9,9,2.0,51,+1:17.708,5650074,37,15,1:48.012,200.077,1,2016
23080,955,13,3,19,5,10,10,10,1.0,51,+1:25.375,5657741,35,13,1:47.761,200.543,1,2016
23081,955,18,1,22,19,11,11,11,0.0,51,+1:44.817,5677183,50,10,1:47.622,200.802,1,2016
23082,955,831,15,12,15,12,12,12,0.0,50,\N,\N,48,11,1:47.708,200.642,11,2016
23083,955,154,210,8,11,13,13,13,0.0,50,\N,\N,48,14,1:47.943,200.205,11,2016
23084,955,825,4,20,22,14,14,14,0.0,50,\N,\N,41,19,1:49.282,197.752,11,2016
23085,955,835,4,30,21,15,15,15,0.0,50,\N,\N,48,8,1:47.583,200.875,11,2016
23086,955,821,210,21,14,16,16,16,0.0,50,\N,\N,50,7,1:47.563,200.912,11,2016
23087,955,828,15,9,20,17,17,17,0.0,50,\N,\N,48,17,1:48.898,198.449,11,2016
23088,955,837,209,88,16,18,18,18,0.0,49,\N,\N,27,21,1:51.365,194.053,12,2016
23089,955,4,1,14,13,\N,R,19,0.0,42,\N,\N,27,18,1:49.101,198.080,6,2016
23090,955,836,209,94,17,\N,R,20,0.0,39,\N,\N,33,20,1:50.571,195.447,23,2016
23091,955,832,5,55,18,\N,R,21,0.0,31,\N,\N,31,16,1:48.804,198.621,22,2016
23092,955,826,5,26,6,\N,R,22,0.0,6,\N,\N,2,22,1:53.167,190.963,22,2016
23093,956,1,131,44,1,1,1,1,25.0,71,1:27:38.107,5258107,67,1,1:08.411,227.647,1,2016
23094,956,830,9,33,8,2,2,2,18.0,71,+5.719,5263826,69,5,1:09.618,223.700,1,2016
23095,956,8,6,7,4,3,3,3,15.0,71,+6.024,5264131,66,4,1:08.876,226.110,1,2016
23096,956,3,131,6,6,4,4,4,12.0,71,+16.710,5274817,66,2,1:08.491,227.381,1,2016
23097,956,817,9,3,5,5,5,5,10.0,71,+30.981,5289088,66,3,1:08.770,226.459,1,2016
23098,956,18,1,22,3,6,6,6,8.0,71,+37.706,5295813,70,9,1:10.001,222.476,1,2016
23099,956,154,210,8,13,7,7,7,6.0,71,+44.668,5302775,67,8,1:09.925,222.718,1,2016
23100,956,832,5,55,15,8,8,8,4.0,71,+47.400,5305507,68,11,1:10.138,222.042,1,2016
23101,956,822,3,77,7,9,9,9,2.0,70,\N,\N,55,12,1:10.210,221.814,11,2016
23102,956,836,209,94,12,10,10,10,1.0,70,\N,\N,67,19,1:10.859,219.782,11,2016
23103,956,821,210,21,11,11,11,11,0.0,70,\N,\N,55,6,1:09.694,223.456,11,2016
23104,956,835,4,30,19,12,12,12,0.0,70,\N,\N,53,13,1:10.228,221.757,11,2016
23105,956,831,15,12,21,13,13,13,0.0,70,\N,\N,46,16,1:10.415,221.168,11,2016
23106,956,825,4,20,17,14,14,14,0.0,70,\N,\N,56,17,1:10.450,221.058,11,2016
23107,956,828,15,9,18,15,15,15,0.0,70,\N,\N,58,18,1:10.704,220.264,11,2016
23108,956,837,209,88,20,16,16,16,0.0,70,\N,\N,66,15,1:10.342,221.398,11,2016
23109,956,815,10,11,16,17,17,17,0.0,69,\N,\N,66,10,1:10.120,222.099,23,2016
23110,956,4,1,14,14,18,18,18,0.0,64,\N,\N,44,20,1:11.020,219.284,84,2016
23111,956,807,10,27,2,19,19,19,0.0,64,\N,\N,53,14,1:10.309,221.502,23,2016
23112,956,13,3,19,10,20,20,20,0.0,63,\N,\N,59,7,1:09.899,222.801,23,2016
23113,956,20,6,5,9,\N,R,21,0.0,26,\N,\N,10,21,1:11.441,217.992,27,2016
23114,956,826,5,26,22,\N,R,22,0.0,2,\N,\N,2,22,1:18.302,198.891,31,2016
23115,957,1,131,44,1,1,1,1,25.0,52,1:34:55.831,5695831,45,3,1:35.771,221.440,1,2016
23116,957,830,9,33,3,2,2,2,18.0,52,+8.250,5704081,41,6,1:36.407,219.979,1,2016
23117,957,3,131,6,2,3,3,3,15.0,52,+16.911,5712742,44,1,1:35.548,221.957,1,2016
23118,957,817,9,3,4,4,4,4,12.0,52,+26.211,5722042,52,4,1:36.013,220.882,1,2016
23119,957,8,6,7,5,5,5,5,10.0,52,+1:09.743,5765574,39,8,1:36.994,218.648,1,2016
23120,957,815,10,11,10,6,6,6,8.0,52,+1:16.941,5772772,35,15,1:37.900,216.625,1,2016
23121,957,807,10,27,8,7,7,7,6.0,52,+1:17.712,5773543,51,11,1:37.618,217.250,1,2016
23122,957,832,5,55,7,8,8,8,4.0,52,+1:25.858,5781689,43,10,1:37.401,217.734,1,2016
23123,957,20,6,5,11,9,9,9,2.0,52,+1:31.654,5787485,44,7,1:36.933,218.786,1,2016
23124,957,826,5,26,15,10,10,10,1.0,52,+1:32.600,5788431,35,13,1:37.667,217.141,1,2016
23125,957,13,3,19,12,11,11,11,0.0,51,\N,\N,40,5,1:36.141,220.588,11,2016
23126,957,18,1,22,17,12,12,12,0.0,51,\N,\N,36,16,1:37.907,216.609,11,2016
23127,957,4,1,14,9,13,13,13,0.0,51,\N,\N,43,2,1:35.669,221.676,11,2016
23128,957,822,3,77,6,14,14,14,0.0,51,\N,\N,45,9,1:37.383,217.775,11,2016
23129,957,831,15,12,21,15,15,15,0.0,51,\N,\N,43,17,1:38.710,214.847,11,2016
23130,957,821,210,21,14,16,16,16,0.0,51,\N,\N,44,14,1:37.713,217.039,11,2016
23131,957,825,4,20,16,17,17,17,0.0,49,\N,\N,43,12,1:37.619,217.248,6,2016
23132,957,835,4,30,18,\N,R,18,0.0,37,\N,\N,36,18,1:39.755,212.596,6,2016
23133,957,837,209,88,19,\N,R,19,0.0,24,\N,\N,23,19,1:41.380,209.189,20,2016
23134,957,154,210,8,13,\N,R,20,0.0,17,\N,\N,14,20,1:55.507,183.604,31,2016
23135,957,828,15,9,22,\N,R,21,0.0,11,\N,\N,9,21,2:00.286,176.309,131,2016
23136,957,836,209,94,20,\N,R,22,0.0,6,\N,\N,4,22,2:48.804,125.634,20,2016
23137,958,1,131,44,2,1,1,1,25.0,70,1:40:30.115,6030115,69,3,1:23.849,188.095,1,2016
23138,958,3,131,6,1,2,2,2,18.0,70,+1.977,6032092,60,2,1:23.670,188.497,1,2016
23139,958,817,9,3,3,3,3,3,15.0,70,+27.539,6057654,60,5,1:24.608,186.407,1,2016
23140,958,20,6,5,5,4,4,4,12.0,70,+28.213,6058328,59,4,1:24.383,186.904,1,2016
23141,958,830,9,33,4,5,5,5,10.0,70,+48.659,6078774,40,7,1:24.687,186.234,1,2016
23142,958,8,6,7,14,6,6,6,8.0,70,+49.044,6079159,52,1,1:23.086,189.822,1,2016
23143,958,4,1,14,7,7,7,7,6.0,69,\N,\N,62,8,1:24.958,185.639,11,2016
23144,958,832,5,55,6,8,8,8,4.0,69,\N,\N,67,10,1:25.103,185.323,11,2016
23145,958,822,3,77,10,9,9,9,2.0,69,\N,\N,59,11,1:25.273,184.954,11,2016
23146,958,807,10,27,9,10,10,10,1.0,69,\N,\N,69,13,1:25.392,184.696,11,2016
23147,958,815,10,11,13,11,11,11,0.0,69,\N,\N,65,9,1:25.021,185.502,11,2016
23148,958,835,4,30,17,12,12,12,0.0,69,\N,\N,41,16,1:25.743,183.940,11,2016
23149,958,821,210,21,15,13,13,13,0.0,69,\N,\N,39,17,1:25.955,183.486,11,2016
23150,958,154,210,8,11,14,14,14,0.0,69,\N,\N,56,18,1:25.958,183.480,11,2016
23151,958,825,4,20,19,15,15,15,0.0,69,\N,\N,39,19,1:26.230,182.901,11,2016
23152,958,826,5,26,12,16,16,16,0.0,69,\N,\N,48,6,1:24.669,186.273,11,2016
23153,958,831,15,12,16,17,17,17,0.0,69,\N,\N,66,15,1:25.676,184.084,11,2016
23154,958,13,3,19,18,18,18,18,0.0,68,\N,\N,68,12,1:25.296,184.904,12,2016
23155,958,836,209,94,20,19,19,19,0.0,68,\N,\N,47,20,1:26.524,182.280,12,2016
23156,958,828,15,9,22,20,20,20,0.0,68,\N,\N,47,14,1:25.475,184.517,12,2016
23157,958,837,209,88,21,21,21,21,0.0,68,\N,\N,64,22,1:27.791,179.649,12,2016
23158,958,18,1,22,8,\N,R,22,0.0,60,\N,\N,9,21,1:26.744,181.817,44,2016
23159,959,1,131,44,2,1,1,1,25.0,67,1:30:44.200,5444200,52,3,1:18.746,209.107,1,2016
23160,959,817,9,3,3,2,2,2,18.0,67,+6.996,5451196,48,1,1:18.442,209.918,1,2016
23161,959,830,9,33,4,3,3,3,15.0,67,+13.413,5457613,47,4,1:18.910,208.673,1,2016
23162,959,3,131,6,1,4,4,4,12.0,67,+15.845,5460045,51,5,1:19.122,208.114,1,2016
23163,959,20,6,5,6,5,5,5,10.0,67,+32.570,5476770,48,2,1:18.710,209.203,1,2016
23164,959,8,6,7,5,6,6,6,8.0,67,+37.023,5481223,36,6,1:19.572,206.937,1,2016
23165,959,807,10,27,8,7,7,7,6.0,67,+1:10.049,5514249,46,12,1:20.056,205.686,1,2016
23166,959,18,1,22,12,8,8,8,4.0,66,\N,\N,48,9,1:19.781,206.395,11,2016
23167,959,822,3,77,7,9,9,9,2.0,66,\N,\N,36,15,1:20.442,204.699,11,2016
23168,959,815,10,11,9,10,10,10,1.0,66,\N,\N,46,8,1:19.606,206.848,11,2016
23169,959,821,210,21,11,11,11,11,0.0,66,\N,\N,56,10,1:19.883,206.131,11,2016
23170,959,4,1,14,13,12,12,12,0.0,66,\N,\N,50,13,1:20.132,205.490,11,2016
23171,959,154,210,8,20,13,13,13,0.0,66,\N,\N,58,14,1:20.250,205.188,11,2016
23172,959,832,5,55,15,14,14,14,0.0,66,\N,\N,54,11,1:19.957,205.940,11,2016
23173,959,826,5,26,18,15,15,15,0.0,66,\N,\N,51,7,1:19.585,206.903,11,2016
23174,959,825,4,20,16,16,16,16,0.0,66,\N,\N,42,21,1:21.649,201.673,11,2016
23175,959,836,209,94,17,17,17,17,0.0,65,\N,\N,49,16,1:20.710,204.019,12,2016
23176,959,828,15,9,22,18,18,18,0.0,65,\N,\N,35,18,1:21.212,202.758,12,2016
23177,959,835,4,30,14,19,19,19,0.0,65,\N,\N,55,17,1:21.127,202.970,12,2016
23178,959,837,209,88,19,20,20,20,0.0,65,\N,\N,56,22,1:21.845,201.190,12,2016
23179,959,831,15,12,21,\N,R,21,0.0,57,\N,\N,45,19,1:21.420,202.240,131,2016
23180,959,13,3,19,10,\N,R,22,0.0,36,\N,\N,31,20,1:21.476,202.101,22,2016
23181,960,3,131,6,1,1,1,1,25.0,44,1:44:51.058,6291058,11,2,1:51.746,225.640,1,2016
23182,960,817,9,3,5,2,2,2,18.0,44,+14.113,6305171,11,4,1:52.461,224.205,1,2016
23183,960,1,131,44,21,3,3,3,15.0,44,+27.634,6318692,40,1,1:51.583,225.969,1,2016
23184,960,807,10,27,7,4,4,4,12.0,44,+35.907,6326965,41,10,1:53.530,222.094,1,2016
23185,960,815,10,11,6,5,5,5,10.0,44,+40.660,6331718,34,8,1:53.414,222.321,1,2016
23186,960,20,6,5,4,6,6,6,8.0,44,+45.394,6336452,35,5,1:52.728,223.674,1,2016
23187,960,4,1,14,22,7,7,7,6.0,44,+59.445,6350503,43,15,1:54.484,220.243,1,2016
23188,960,822,3,77,8,8,8,8,4.0,44,+1:00.151,6351209,31,12,1:54.120,220.946,1,2016
23189,960,8,6,7,3,9,9,9,2.0,44,+1:01.109,6352167,27,9,1:53.498,222.157,1,2016
23190,960,13,3,19,10,10,10,10,1.0,44,+1:05.873,6356931,25,14,1:54.342,220.517,1,2016
23191,960,830,9,33,2,11,11,11,0.0,44,+1:11.138,6362196,32,7,1:53.281,222.582,1,2016
23192,960,821,210,21,18,12,12,12,0.0,44,+1:13.877,6364935,26,13,1:54.335,220.530,1,2016
23193,960,154,210,8,11,13,13,13,0.0,44,+1:16.474,6367532,25,11,1:53.803,221.561,1,2016
23194,960,826,5,26,19,14,14,14,0.0,44,+1:27.097,6378155,37,3,1:52.081,224.965,1,2016
23195,960,835,4,30,13,15,15,15,0.0,44,+1:33.165,6384223,41,6,1:53.251,222.641,1,2016
23196,960,839,209,31,17,16,16,16,0.0,43,\N,\N,26,16,1:55.734,217.865,11,2016
23197,960,831,15,12,16,17,17,17,0.0,43,\N,\N,31,17,1:56.152,217.081,11,2016
23198,960,825,4,20,12,\N,R,18,0.0,5,\N,\N,4,18,1:56.588,216.269,3,2016
23199,960,828,15,9,20,\N,R,19,0.0,3,\N,\N,2,19,2:15.255,186.421,6,2016
23200,960,832,5,55,14,\N,R,20,0.0,1,\N,\N,\N,0,\N,\N,29,2016
23201,960,18,1,22,9,\N,R,21,0.0,1,\N,\N,\N,0,\N,\N,130,2016
23202,960,836,209,94,15,\N,R,22,0.0,0,\N,\N,\N,0,\N,\N,130,2016
23203,961,3,131,6,2,1,1,1,25.0,53,1:17:28.089,4648089,26,9,1:26.599,240.820,1,2016
23204,961,1,131,44,1,2,2,2,18.0,53,+15.070,4663159,27,4,1:26.303,241.646,1,2016
23205,961,20,6,5,3,3,3,3,15.0,53,+20.990,4669079,48,5,1:26.310,241.626,1,2016
23206,961,8,6,7,4,4,4,4,12.0,53,+27.561,4675650,50,3,1:26.016,242.452,1,2016
23207,961,817,9,3,6,5,5,5,10.0,53,+45.295,4693384,52,2,1:25.919,242.726,1,2016
23208,961,822,3,77,5,6,6,6,8.0,53,+51.015,4699104,46,10,1:26.708,240.517,1,2016
23209,961,830,9,33,7,7,7,7,6.0,53,+54.236,4702325,50,8,1:26.405,241.361,1,2016
23210,961,815,10,11,8,8,8,8,4.0,53,+1:04.954,4713043,40,12,1:26.920,239.930,1,2016
23211,961,13,3,19,11,9,9,9,2.0,53,+1:05.617,4713706,50,7,1:26.400,241.375,1,2016
23212,961,807,10,27,9,10,10,10,1.0,53,+1:18.656,4726745,40,13,1:26.954,239.837,1,2016
23213,961,154,210,8,17,11,11,11,0.0,52,\N,\N,50,15,1:27.227,239.086,11,2016
23214,961,18,1,22,14,12,12,12,0.0,52,\N,\N,40,6,1:26.354,241.503,11,2016
23215,961,821,210,21,10,13,13,13,0.0,52,\N,\N,42,14,1:27.106,239.418,11,2016
23216,961,4,1,14,12,14,14,14,0.0,52,\N,\N,51,1,1:25.340,244.373,11,2016
23217,961,832,5,55,15,15,15,15,0.0,52,\N,\N,41,11,1:26.751,240.398,11,2016
23218,961,828,15,9,19,16,16,16,0.0,52,\N,\N,37,19,1:28.552,235.509,11,2016
23219,961,825,4,20,21,17,17,17,0.0,52,\N,\N,52,16,1:27.618,238.019,11,2016
23220,961,839,209,31,22,18,18,18,0.0,51,\N,\N,51,18,1:28.534,235.556,12,2016
23221,961,826,5,26,16,\N,R,19,0.0,36,\N,\N,35,17,1:28.037,236.886,84,2016
23222,961,836,209,94,13,\N,R,20,0.0,26,\N,\N,18,20,1:28.723,235.055,44,2016
23223,961,835,4,30,20,\N,R,21,0.0,7,\N,\N,4,21,1:31.361,228.268,130,2016
23224,961,831,15,12,18,\N,R,22,0.0,6,\N,\N,\N,0,\N,\N,130,2016
23225,962,3,131,6,1,1,1,1,25.0,61,1:55:48.950,6948950,38,6,1:50.296,165.318,1,2016
